16;0.000397;1
16;0.000239;2
16;0.000174;4
16;0.000173;8
16;0.000266;16
16;0.000859;32
16;0.000417;1
16;0.000258;2
16;0.000153;4
16;0.000180;8
16;0.000309;16
16;0.000813;32
16;0.000380;1
16;0.000246;2
16;0.000187;4
16;0.000167;8
16;0.000306;16
16;0.000782;32
16;0.000414;1
16;0.000284;2
16;0.000208;4
16;0.000169;8
16;0.000303;16
16;0.000788;32
16;0.000353;1
16;0.000204;2
16;0.000212;4
16;0.000221;8
16;0.000329;16
16;0.000965;32
16;0.000366;1
16;0.000234;2
16;0.000182;4
16;0.000208;8
16;0.000353;16
16;0.000948;32
16;0.000430;1
16;0.000282;2
16;0.000239;4
16;0.000194;8
16;0.000400;16
16;0.000768;32
16;0.000449;1
16;0.000263;2
16;0.000196;4
16;0.000243;8
16;0.000306;16
16;0.000907;32
16;0.000364;1
16;0.000201;2
16;0.000187;4
16;0.000180;8
16;0.000345;16
16;0.000773;32
16;0.000424;1
16;0.000266;2
16;0.000183;4
16;0.000228;8
16;0.000323;16
16;0.000778;32
32;0.001339;1
32;0.000759;2
32;0.000392;4
32;0.000318;8
32;0.000574;16
32;0.000542;32
32;0.001401;1
32;0.000840;2
32;0.000490;4
32;0.000561;8
32;0.000529;16
32;0.000853;32
32;0.001356;1
32;0.000752;2
32;0.000563;4
32;0.000575;8
32;0.000701;16
32;0.000806;32
32;0.001365;1
32;0.000786;2
32;0.000420;4
32;0.000375;8
32;0.000623;16
32;0.000890;32
32;0.001353;1
32;0.000768;2
32;0.000422;4
32;0.000385;8
32;0.000494;16
32;0.000692;32
32;0.001328;1
32;0.000710;2
32;0.000443;4
32;0.000308;8
32;0.000484;16
32;0.000587;32
32;0.001335;1
32;0.000711;2
32;0.000437;4
32;0.000310;8
32;0.000460;16
32;0.000700;32
32;0.001329;1
32;0.000754;2
32;0.000442;4
32;0.000311;8
32;0.000442;16
32;0.000587;32
32;0.001324;1
32;0.000745;2
32;0.000461;4
32;0.000324;8
32;0.000498;16
32;0.000604;32
32;0.001351;1
32;0.000777;2
32;0.000427;4
32;0.000389;8
32;0.000560;16
32;0.000740;32
64;0.005294;1
64;0.002785;2
64;0.001771;4
64;0.000956;8
64;0.001353;16
64;0.001250;32
64;0.005316;1
64;0.002807;2
64;0.001593;4
64;0.001640;8
64;0.002105;16
64;0.001379;32
64;0.005044;1
64;0.002779;2
64;0.001535;4
64;0.001017;8
64;0.001418;16
64;0.001294;32
64;0.005291;1
64;0.002877;2
64;0.001549;4
64;0.000972;8
64;0.001418;16
64;0.001399;32
64;0.005135;1
64;0.002900;2
64;0.001825;4
64;0.001487;8
64;0.001265;16
64;0.001261;32
64;0.005044;1
64;0.002789;2
64;0.001571;4
64;0.001013;8
64;0.001363;16
64;0.001466;32
64;0.005298;1
64;0.002874;2
64;0.001540;4
64;0.000996;8
64;0.001260;16
64;0.001164;32
64;0.005190;1
64;0.002851;2
64;0.001801;4
64;0.001075;8
64;0.001303;16
64;0.001203;32
64;0.005322;1
64;0.002912;2
64;0.001542;4
64;0.001096;8
64;0.001523;16
64;0.001342;32
64;0.005047;1
64;0.002819;2
64;0.001535;4
64;0.000968;8
64;0.001607;16
64;0.001308;32
128;0.019942;1
128;0.011008;2
128;0.005728;4
128;0.004092;8
128;0.004204;16
128;0.004071;32
128;0.020108;1
128;0.010967;2
128;0.006030;4
128;0.003538;8
128;0.004411;16
128;0.004685;32
128;0.019973;1
128;0.011119;2
128;0.006768;4
128;0.003608;8
128;0.004039;16
128;0.004376;32
128;0.019224;1
128;0.010936;2
128;0.005812;4
128;0.003483;8
128;0.005244;16
128;0.003930;32
128;0.019773;1
128;0.011024;2
128;0.005713;4
128;0.003668;8
128;0.004251;16
128;0.004256;32
128;0.019603;1
128;0.010743;2
128;0.005672;4
128;0.003581;8
128;0.004024;16
128;0.004111;32
128;0.019895;1
128;0.011043;2
128;0.005718;4
128;0.003628;8
128;0.004480;16
128;0.004111;32
128;0.019966;1
128;0.010813;2
128;0.005707;4
128;0.004513;8
128;0.004402;16
128;0.004107;32
128;0.020400;1
128;0.011116;2
128;0.005795;4
128;0.005357;8
128;0.003546;16
128;0.003885;32
128;0.020880;1
128;0.010851;2
128;0.005697;4
128;0.004404;8
128;0.004524;16
128;0.003821;32
256;0.079352;1
256;0.042904;2
256;0.023022;4
256;0.014730;8
256;0.015028;16
256;0.014119;32
256;0.077035;1
256;0.042474;2
256;0.022938;4
256;0.016536;8
256;0.013731;16
256;0.014579;32
256;0.077427;1
256;0.044029;2
256;0.022828;4
256;0.014059;8
256;0.016896;16
256;0.015633;32
256;0.085490;1
256;0.046748;2
256;0.023178;4
256;0.019183;8
256;0.016184;16
256;0.014186;32
256;0.086085;1
256;0.045731;2
256;0.027354;4
256;0.014416;8
256;0.017817;16
256;0.013993;32
256;0.082649;1
256;0.045050;2
256;0.027623;4
256;0.018451;8
256;0.015793;16
256;0.016119;32
256;0.080175;1
256;0.043645;2
256;0.022590;4
256;0.014018;8
256;0.014992;16
256;0.014963;32
256;0.079921;1
256;0.044178;2
256;0.022718;4
256;0.014892;8
256;0.020502;16
256;0.015930;32
256;0.084054;1
256;0.045735;2
256;0.022620;4
256;0.014883;8
256;0.016663;16
256;0.014272;32
256;0.083517;1
256;0.048611;2
256;0.028136;4
256;0.017951;8
256;0.017984;16
256;0.016443;32
512;0.328307;1
512;0.170035;2
512;0.090717;4
512;0.057899;8
512;0.057949;16
512;0.056159;32
512;0.325956;1
512;0.181096;2
512;0.089588;4
512;0.060949;8
512;0.059235;16
512;0.055543;32
512;0.310312;1
512;0.169629;2
512;0.107206;4
512;0.062469;8
512;0.056429;16
512;0.056041;32
512;0.321965;1
512;0.174194;2
512;0.090617;4
512;0.065012;8
512;0.058267;16
512;0.056031;32
512;0.317038;1
512;0.181250;2
512;0.091357;4
512;0.057822;8
512;0.062435;16
512;0.058835;32
512;0.324191;1
512;0.176473;2
512;0.091786;4
512;0.059692;8
512;0.056029;16
512;0.054641;32
512;0.323882;1
512;0.177505;2
512;0.089643;4
512;0.059628;8
512;0.058748;16
512;0.053583;32
512;0.321464;1
512;0.172071;2
512;0.091159;4
512;0.059721;8
512;0.057707;16
512;0.054650;32
512;0.315177;1
512;0.173967;2
512;0.111670;4
512;0.058998;8
512;0.054751;16
512;0.056063;32
512;0.320829;1
512;0.170312;2
512;0.090597;4
512;0.058486;8
512;0.061536;16
512;0.054274;32
1024;1.306778;1
1024;0.675593;2
1024;0.362982;4
1024;0.234513;8
1024;0.229098;16
1024;0.226711;32
1024;1.262329;1
1024;0.682087;2
1024;0.360599;4
1024;0.233078;8
1024;0.219990;16
1024;0.215303;32
1024;1.284823;1
1024;0.694343;2
1024;0.359188;4
1024;0.242479;8
1024;0.216635;16
1024;0.216702;32
1024;1.258011;1
1024;0.674755;2
1024;0.421677;4
1024;0.247186;8
1024;0.225054;16
1024;0.214462;32
1024;1.256218;1
1024;0.693649;2
1024;0.408269;4
1024;0.240132;8
1024;0.224756;16
1024;0.212538;32
1024;1.269851;1
1024;0.705306;2
1024;0.364223;4
1024;0.224173;8
1024;0.219605;16
1024;0.212085;32
1024;1.223130;1
1024;0.684031;2
1024;0.416055;4
1024;0.225589;8
1024;0.222588;16
1024;0.216573;32
1024;1.263710;1
1024;0.704178;2
1024;0.360492;4
1024;0.243120;8
1024;0.227797;16
1024;0.223510;32
1024;1.221268;1
1024;0.679906;2
1024;0.358225;4
1024;0.239481;8
1024;0.223431;16
1024;0.219284;32
1024;1.254837;1
1024;0.679053;2
1024;0.406260;4
1024;0.248996;8
1024;0.228058;16
1024;0.217846;32
2048;5.028378;1
2048;2.775488;2
2048;1.432816;4
2048;0.935333;8
2048;0.876979;16
2048;0.851155;32
2048;4.995606;1
2048;2.761972;2
2048;1.440554;4
2048;0.929226;8
2048;0.864070;16
2048;0.843071;32
2048;4.938735;1
2048;2.713100;2
2048;1.447460;4
2048;0.956671;8
2048;0.862969;16
2048;0.837307;32
2048;5.146906;1
2048;2.727642;2
